# SAVED: date 08/19/2014 time 14:16:51
*VERSION*1.100000
*ORIENTATION*1
*CHANNELS*01100000
*PDD*0

*abs time, delta time, iec x/y, iec z, tt1, tt2, tt3, tt4, tt5, tt6, tt7, tt8
33447.000000,172.000000,-16.894000,15.000000,-,262.554884,34079.643250,-,-,-,-,-,
33618.000000,171.000000,-17.236000,15.000000,-,253.662884,34084.922791,-,-,-,-,-,
33790.000000,172.000000,-17.580000,15.000000,-,241.473705,34108.795166,-,-,-,-,-,
33961.000000,171.000000,-17.922000,15.000000,-,230.858296,34076.950073,-,-,-,-,-,
34133.000000,172.000000,-18.266000,15.000000,-,226.831138,34090.835571,-,-,-,-,-,
34305.000000,172.000000,-18.610000,15.000000,-,216.173857,34070.716858,-,-,-,-,-,
34476.000000,171.000000,-18.952000,15.000000,-,209.124804,34093.681335,-,-,-,-,-,
34648.000000,172.000000,-19.296000,15.000000,-,202.943474,34120.864868,-,-,-,-,-,
34819.000000,171.000000,-19.638000,15.000000,-,197.408378,34093.231201,-,-,-,-,-,
34991.000000,172.000000,-19.982000,15.000000,-,192.070723,34081.848145,-,-,-,-,-,
35163.000000,172.000000,-20.326000,15.000000,-,186.816871,34114.807129,-,-,-,-,-,
35334.000000,171.000000,-20.668000,15.000000,-,179.678112,34069.114685,-,-,-,-,-,
35506.000000,172.000000,-21.012000,15.000000,-,176.494718,34080.932617,-,-,-,-,-,
35677.000000,171.000000,-21.354000,15.000000,-,171.408415,34085.319519,-,-,-,-,-,
35849.000000,172.000000,-21.698000,15.000000,-,166.812748,34087.165833,-,-,-,-,-,
36021.000000,172.000000,-22.042000,15.000000,-,163.940519,34088.150024,-,-,-,-,-,
36192.000000,171.000000,-22.384000,15.000000,-,159.434617,34077.964783,-,-,-,-,-,
36364.000000,172.000000,-22.728000,15.000000,-,158.279747,34080.116272,-,-,-,-,-,
36535.000000,171.000000,-23.070000,15.000000,-,157.531768,34076.774597,-,-,-,-,-,
36691.000000,156.000000,-23.382000,15.000000,-,152.158231,34073.043823,-,-,-,-,-,
36863.000000,172.000000,-23.726000,15.000000,-,151.446164,34099.060059,-,-,-,-,-,
37035.000000,172.000000,-24.070000,15.000000,-,147.951543,34113.609314,-,-,-,-,-,
37206.000000,171.000000,-24.412000,15.000000,-,145.516098,34103.515625,-,-,-,-,-,
37378.000000,172.000000,-24.756000,15.000000,-,141.267568,34092.323303,-,-,-,-,-,
37549.000000,171.000000,-25.098000,15.000000,-,140.728980,34067.245483,-,-,-,-,-,
37721.000000,172.000000,-25.442000,15.000000,-,139.340758,34098.770142,-,-,-,-,-,
37893.000000,172.000000,-25.786000,15.000000,-,133.344859,34083.580017,-,-,-,-,-,
38064.000000,171.000000,-26.128000,15.000000,-,134.541661,34067.817688,-,-,-,-,-,
38236.000000,172.000000,-26.472000,15.000000,-,131.986558,34084.297180,-,-,-,-,-,
38407.000000,171.000000,-26.814000,15.000000,-,129.293799,34081.802368,-,-,-,-,-,
38579.000000,172.000000,-27.158000,15.000000,-,127.911538,34115.058899,-,-,-,-,-,
38751.000000,172.000000,-27.502000,15.000000,-,125.631675,34105.987549,-,-,-,-,-,
38922.000000,171.000000,-27.844000,15.000000,-,124.584496,34122.077942,-,-,-,-,-,
39094.000000,172.000000,-28.188000,15.000000,-,122.149050,34083.946228,-,-,-,-,-,
39265.000000,171.000000,-28.530000,15.000000,-,121.754110,34083.625793,-,-,-,-,-,
39437.000000,172.000000,-28.874000,15.000000,-,120.814651,34086.036682,-,-,-,-,-,
39609.000000,172.000000,-29.218000,15.000000,-,118.247554,34065.673828,-,-,-,-,-,
39780.000000,171.000000,-29.560000,15.000000,-,119.216949,34083.320618,-,-,-,-,-,
39952.000000,172.000000,-29.904000,15.000000,-,115.506932,34071.571350,-,-,-,-,-,
40123.000000,171.000000,-30.246000,15.000000,-,112.377360,34059.768677,-,-,-,-,-,
40295.000000,172.000000,-30.590000,15.000000,-,112.443179,34074.630737,-,-,-,-,-,
40467.000000,172.000000,-30.934000,15.000000,-,111.796930,34124.649048,-,-,-,-,-,
40638.000000,171.000000,-31.276000,15.000000,-,111.222476,34077.621460,-,-,-,-,-,
40810.000000,172.000000,-31.620000,15.000000,-,108.422026,34112.174988,-,-,-,-,-,
40981.000000,171.000000,-31.962000,15.000000,-,107.590243,34078.079224,-,-,-,-,-,
41153.000000,172.000000,-32.306000,15.000000,-,106.351599,34113.990784,-,-,-,-,-,
41325.000000,172.000000,-32.650000,15.000000,-,104.257226,34074.737549,-,-,-,-,-,
41496.000000,171.000000,-32.992000,15.000000,-,103.222027,34072.303772,-,-,-,-,-,
41668.000000,172.000000,-33.336000,15.000000,-,102.342382,34081.581116,-,-,-,-,-,
41839.000000,171.000000,-33.678000,15.000000,-,101.073802,34082.405090,-,-,-,-,-,
42011.000000,172.000000,-34.022000,15.000000,-,99.853098,34077.255249,-,-,-,-,-,
42183.000000,172.000000,-34.366000,15.000000,-,97.489461,34087.982178,-,-,-,-,-,
42354.000000,171.000000,-34.708000,15.000000,-,97.459540,34071.823120,-,-,-,-,-,
42526.000000,172.000000,-35.052000,15.000000,-,97.351834,34091.339111,-,-,-,-,-,
42697.000000,171.000000,-35.394000,15.000000,-,95.993489,34078.025818,-,-,-,-,-,
42869.000000,172.000000,-35.738000,15.000000,-,96.986815,34103.881836,-,-,-,-,-,
43041.000000,172.000000,-36.082000,15.000000,-,92.708334,34078.643799,-,-,-,-,-,
43212.000000,171.000000,-36.424000,15.000000,-,92.181742,34090.507507,-,-,-,-,-,
43384.000000,172.000000,-36.768000,15.000000,-,92.008218,34069.236755,-,-,-,-,-,
43555.000000,171.000000,-37.110000,15.000000,-,90.225011,34087.661743,-,-,-,-,-,
43727.000000,172.000000,-37.454000,15.000000,-,88.310167,34091.407776,-,-,-,-,-,
43899.000000,172.000000,-37.798000,15.000000,-,89.626625,34107.070923,-,-,-,-,-,
44070.000000,171.000000,-38.140000,15.000000,-,90.996936,34100.219727,-,-,-,-,-,
44242.000000,172.000000,-38.484000,15.000000,-,86.850107,34089.218140,-,-,-,-,-,
44413.000000,171.000000,-38.826000,15.000000,-,85.749075,34095.008850,-,-,-,-,-,
44585.000000,172.000000,-39.170000,15.000000,-,83.499119,34085.479736,-,-,-,-,-,
44757.000000,172.000000,-39.514000,15.000000,-,84.719837,34107.444763,-,-,-,-,-,
44928.000000,171.000000,-39.856000,15.000000,-,83.313629,34103.775024,-,-,-,-,-,
45100.000000,172.000000,-40.200000,15.000000,-,83.684623,34077.369690,-,-,-,-,-,
45271.000000,171.000000,-40.542000,15.000000,-,81.530437,34106.636047,-,-,-,-,-,
45443.000000,172.000000,-40.886000,15.000000,-,80.812365,34087.654114,-,-,-,-,-,
45615.000000,172.000000,-41.230000,15.000000,-,81.602246,34073.280334,-,-,-,-,-,
45786.000000,171.000000,-41.572000,15.000000,-,79.579681,34094.879150,-,-,-,-,-,
45958.000000,172.000000,-41.916000,15.000000,-,79.184741,34090.873718,-,-,-,-,-,
46129.000000,171.000000,-42.258000,15.000000,-,78.101665,34075.660706,-,-,-,-,-,
46301.000000,172.000000,-42.602000,15.000000,-,78.436762,34106.483459,-,-,-,-,-,
46473.000000,172.000000,-42.946000,15.000000,-,77.850342,34107.864380,-,-,-,-,-,
46644.000000,171.000000,-43.288000,15.000000,-,77.539176,34095.687866,-,-,-,-,-,
46816.000000,172.000000,-43.632000,15.000000,-,76.713398,34084.373474,-,-,-,-,-,
46987.000000,171.000000,-43.974000,15.000000,-,74.104428,34088.401794,-,-,-,-,-,
47159.000000,172.000000,-44.318000,15.000000,-,76.659560,34097.923279,-,-,-,-,-,
47331.000000,172.000000,-44.662000,15.000000,-,73.739424,34096.565247,-,-,-,-,-,
47502.000000,171.000000,-45.004000,15.000000,-,74.086472,34079.109192,-,-,-,-,-,
47674.000000,172.000000,-45.348000,15.000000,-,72.841838,34066.642761,-,-,-,-,-,
47845.000000,171.000000,-45.690000,15.000000,-,71.812600,34087.867737,-,-,-,-,-,
48017.000000,172.000000,-46.034000,15.000000,-,71.052656,34094.024658,-,-,-,-,-,
48189.000000,172.000000,-46.378000,15.000000,-,70.956901,34116.714478,-,-,-,-,-,
48360.000000,171.000000,-46.720000,15.000000,-,68.258166,34082.099915,-,-,-,-,-,
48532.000000,172.000000,-47.064000,15.000000,-,69.700286,34086.112976,-,-,-,-,-,
48703.000000,171.000000,-47.406000,15.000000,-,69.155753,34088.279724,-,-,-,-,-,
48875.000000,172.000000,-47.750000,15.000000,-,68.138495,34099.334717,-,-,-,-,-,
49047.000000,172.000000,-48.094000,15.000000,-,68.144485,34088.745117,-,-,-,-,-,
49218.000000,171.000000,-48.436000,15.000000,-,68.114549,34102.874756,-,-,-,-,-,
49390.000000,172.000000,-48.780000,15.000000,-,66.457018,34111.183167,-,-,-,-,-,
49561.000000,171.000000,-49.122000,15.000000,-,67.097291,34092.880249,-,-,-,-,-,
49733.000000,172.000000,-49.466000,15.000000,-,65.427795,34097.518921,-,-,-,-,-,
49905.000000,172.000000,-49.810000,15.000000,-,65.248281,34127.319336,-,-,-,-,-,
50061.000000,156.000000,-50.122000,15.000000,-,64.027563,34118.934631,-,-,-,-,-,
50232.000000,171.000000,-50.464000,15.000000,-,64.566106,34100.135803,-,-,-,-,-,
50404.000000,172.000000,-50.808000,15.000000,-,65.667152,34099.365234,-,-,-,-,-,
50575.000000,171.000000,-51.150000,15.000000,-,65.762892,34114.006042,-,-,-,-,-,
172.000000,172.000000,-49.656000,50.000000,-,103.581041,34066.284180,-,-,-,-,-,
