# Saved: 07-Mar-2013 10:33:50
*VERSION*1.100000
*ORIENTATION*1
*CHANNELS*11000000
*PDD*0

*abs time, delta time, iec x/y, iec z, tt1, tt2, tt3, tt4, tt5, tt6, tt7, tt8
0,0,-58.8,15,0.0022018,1,-,-,-,-,-,-,
0,0,-58.7,15,0.002209,1,-,-,-,-,-,-,
0,0,-58.6,15,0.0022145,1,-,-,-,-,-,-,
0,0,-58.5,15,0.0022271,1,-,-,-,-,-,-,
0,0,-58.4,15,0.0022401,1,-,-,-,-,-,-,
0,0,-58.3,15,0.0022526,1,-,-,-,-,-,-,
0,0,-58.2,15,0.0022645,1,-,-,-,-,-,-,
0,0,-58.1,15,0.002267,1,-,-,-,-,-,-,
0,0,-58,15,0.0022685,1,-,-,-,-,-,-,
0,0,-57.9,15,0.002268,1,-,-,-,-,-,-,
0,0,-57.8,15,0.00227,1,-,-,-,-,-,-,
0,0,-57.7,15,0.002275,1,-,-,-,-,-,-,
0,0,-57.6,15,0.0022823,1,-,-,-,-,-,-,
0,0,-57.5,15,0.002291,1,-,-,-,-,-,-,
0,0,-57.4,15,0.0023021,1,-,-,-,-,-,-,
0,0,-57.3,15,0.0023143,1,-,-,-,-,-,-,
0,0,-57.2,15,0.0023234,1,-,-,-,-,-,-,
0,0,-57.1,15,0.002335,1,-,-,-,-,-,-,
0,0,-57,15,0.0023462,1,-,-,-,-,-,-,
0,0,-56.9,15,0.0023563,1,-,-,-,-,-,-,
0,0,-56.8,15,0.002364,1,-,-,-,-,-,-,
0,0,-56.7,15,0.0023635,1,-,-,-,-,-,-,
0,0,-56.6,15,0.0023594,1,-,-,-,-,-,-,
0,0,-56.5,15,0.002358,1,-,-,-,-,-,-,
0,0,-56.4,15,0.002363,1,-,-,-,-,-,-,
0,0,-56.3,15,0.0023741,1,-,-,-,-,-,-,
0,0,-56.2,15,0.0023875,1,-,-,-,-,-,-,
0,0,-56.1,15,0.0023963,1,-,-,-,-,-,-,
0,0,-56,15,0.0024039,1,-,-,-,-,-,-,
0,0,-55.9,15,0.0024096,1,-,-,-,-,-,-,
0,0,-55.8,15,0.0024149,1,-,-,-,-,-,-,
0,0,-55.7,15,0.0024244,1,-,-,-,-,-,-,
0,0,-55.6,15,0.0024275,1,-,-,-,-,-,-,
0,0,-55.5,15,0.0024265,1,-,-,-,-,-,-,
0,0,-55.4,15,0.0024265,1,-,-,-,-,-,-,
0,0,-55.3,15,0.0024292,1,-,-,-,-,-,-,
0,0,-55.2,15,0.0024397,1,-,-,-,-,-,-,
0,0,-55.1,15,0.0024559,1,-,-,-,-,-,-,
0,0,-55,15,0.0024687,1,-,-,-,-,-,-,
0,0,-54.9,15,0.0024797,1,-,-,-,-,-,-,
0,0,-54.8,15,0.0024866,1,-,-,-,-,-,-,
0,0,-54.7,15,0.0024906,1,-,-,-,-,-,-,
0,0,-54.6,15,0.0024917,1,-,-,-,-,-,-,
0,0,-54.5,15,0.0024942,1,-,-,-,-,-,-,
0,0,-54.4,15,0.0024965,1,-,-,-,-,-,-,
0,0,-54.3,15,0.0025005,1,-,-,-,-,-,-,
0,0,-54.2,15,0.0025088,1,-,-,-,-,-,-,
0,0,-54.1,15,0.0025142,1,-,-,-,-,-,-,
0,0,-54,15,0.0025222,1,-,-,-,-,-,-,
0,0,-53.9,15,0.0025295,1,-,-,-,-,-,-,
0,0,-53.8,15,0.0025353,1,-,-,-,-,-,-,
0,0,-53.7,15,0.0025426,1,-,-,-,-,-,-,
0,0,-53.6,15,0.0025491,1,-,-,-,-,-,-,
0,0,-53.5,15,0.0025573,1,-,-,-,-,-,-,
